White_Unified_Name,Black_Sex,PlyCount,RatingDiff,Opening,IsAggressive
Pliukha_Mikhail,M,74,-74,French Defense: Chigorin Variation,False
linusj,M,101,-51,"English Opening: Agincourt Defense, Catalan Defense, Semi-Slav Defense",False
linusj,M,82,-40,Réti Opening,False
linusj,M,126,-65,Zukertort Opening: Slav Invitation,False
LittlePumpkin,M,82,39,"Queen's Indian Defense: Kasparov-Petrosian Variation, Marco Defense",False
"Nozdrachev, Vladislav",M,38,-146,Caro-Kann Defense: Tartakower Variation,False
filmer75,M,122,136,"French Defense: Winawer Variation, Advance Variation",False
"Atanejhad, Sahebali",M,86,-31,Old Benoni Defense,False
"Plenca, Julijan",M,86,-162,"Italian Game: Classical Variation, Greco Gambit",True
"Nozdrachev, Vladislav",M,68,170,"Sicilian Defense: Dragon Variation, Classical Variation, Tartakower Line",True
"Plenca, Julijan",M,104,-143,Nimzowitsch-Larsen Attack,True
"Plenca, Julijan",M,14,-160,"King's Gambit, Falkbeer Countergambit, Modern Transfer",True
"Shchukin, Dmitry",M,64,-173,"Caro-Kann Defense: Accelerated Panov Attack, Modern Variation",True
wanyaland,M,92,39,Nimzo-Indian Defense #2,False
Burberry,M,114,60,"Nimzo-Indian Defense: Normal Variation, Bishop Attack",True
"Osmak, Yuliia",M,126,-298,Indian Game,False
"Osmak, Yuliia",M,56,-308,Trompowsky Attack,True
"Osmak, Yuliia",M,74,-317,Indian Game,False
"Osmak, Yuliia",M,68,-326,Polish Opening: Symmetrical Variation,False
"Osmak, Yuliia",M,92,-334,Indian Game,False
"Moiseenko, Vadim",F,56,338,Queen's Pawn Game: Zukertort Variation,False
wanyaland,M,114,33,Benoni Defense: Hromádka System,False
Víctor Mago,M,70,-36,"Queen's Gambit Refused: Austrian Attack, Salvio Countergambit",True
Shakhzod Vakhidov,M,124,-128,English Opening: King's English Variation,False
Давид,M,84,197,Englund Gambit Complex: Englund Gambit,True
"Plotkin, Mark",M,204,-34,"Vienna Game: Vienna Gambit, Paulsen Attack",True
DuRuDiDo,M,104,-132,Catalan Opening: Closed Variation,False
DuRuDiDo,M,64,-121,London System,False
Paulo Jatoba,M,48,75,King's Indian Attack,True
DaniloBesedes,M,88,168,"King's Indian Defense: Fianchetto Variation, Lesser Simagin (Spassky)",True
LittlePumpkin,M,114,31,Pirc Defense: Sveshnikov System,False
"Posthuma, Joshua",M,78,-126,"Grünfeld Defense: Exchange Variation, Nadanian Attack",True
smurf42,M,178,-41,Trompowsky Attack: Edge Variation,True
Ömer Faruk Özer,M,70,-27,Benoni Defense: Taimanov Variation,False
LittlePumpkin,M,51,33,Queen's Indian Defense: Petrosian Variation,False
"Khairat, Ahmed",M,112,-2,"Sicilian Defense: Accelerated Dragon, Modern Bc4 Variation",True
"Singh, Arvinder Preet",M,52,-172,"French Defense: Rubinstein Variation, Blackburne Defense",False
"Shagbazyan, Taron",M,212,-71,Queen's Gambit Accepted: Old Variation,True
"Velten, Paul",M,122,82,Indian Game: Spielmann-Indian,False
TimAina1,M,40,-13,English Opening: Agincourt Defense,False
Daniel Rodriguez,F,42,4,"French Defense: Tarrasch Variation, Modern System",False
linusj,M,82,118,"English Opening: Symmetrical Variation, Four Knights Variation",False
Przemysław Koc,M,108,-164,Trompowsky Attack,True
Mikhalchenko Petr Alekseevich,M,122,51,Indian Game,False
"Piscopo, Pierluigi",M,122,-100,"Caro-Kann Defense: Panov Attack, Fianchetto Defense, Fianchetto Gambit",True
LittlePumpkin,M,93,33,"Queen's Indian Defense: Classical Variation, Traditional Variation",False
Paweł Teclaf,M,46,272,Philidor Defense: Lion Variation,False
Burberry,M,40,46,"Nimzo-Indian Defense: Normal Variation, Bishop Attack",True
"Gomez, Carlos David",M,38,-95,"Caro-Kann Defense: Panov Attack, Modern Defense",True
Ariel Marichal,M,70,-154,"Nimzo-Indian Defense: Normal Variation, Bishop Attack, Classical Defense",True
"Khairat, Ahmed",M,62,-22,"King's Gambit, Falkbeer Countergambit, Nimzowitsch-Marshall Countergambit",True
Reynold Fernández,M,59,-112,"English Opening: Agincourt Defense, Tarrasch Defense",False
Trushko Andrii,M,96,-19,Old Benoni Defense,False
Герман Кочетков,M,46,-264,Bird Opening,False
Герман Кочетков,M,98,-274,Bird Opening,False
Герман Кочетков,M,78,-283,Bird Opening,False
josiur,M,70,-277,Sicilian Defense: Chekhover Variation,True
Papasimakopoulos Alexandros,M,54,53,"Benko Gambit Declined, Main Line",True
sid-al_1979,M,104,-70,Sicilian Defense: Alapin Variation,True
Proteuo,M,50,-121,"French Defense: Tarrasch Variation, Open System, Euwe-Keres Line",False
"Plenca, Julijan",M,146,-56,"Sicilian Defense: Canal Attack, Main Line",True
"Plenca, Julijan",M,66,-79,Sicilian Defense: Kupreichik Variation,True
Odirovski,M,112,-12,"Queen's Pawn Game: Torre Attack, Gossip Variation",True
"Khairat, Ahmed",M,68,-160,Sicilian Defense: Loewenthal Variation,True
"Khairat, Ahmed",M,66,-166,Caro-Kann Defense: von Hennig Gambit,True
"Blesic, Vaso",M,74,-14,"French Defense: Tarrasch Variation, Chistyakov Defense",False
"Ermolaev, Andrey",M,94,-112,Queen's Pawn Game: Chigorin Variation,False
KNCP_719,M,74,3,"Ruy Lopez: Morphy Defense, Cozio Defense",False
Richard Diaz,M,72,-109,"Scotch Game: Classical Variation, Blackburne Attack",True
Zeck,M,74,-145,"French Defense: Rubinstein Variation, Blackburne Defense",False
"Shchukin, Dmitry",F,100,-98,French Defense: King's Indian Attack,True
"Sevostianov, Vladimir",M,88,-56,English Opening: King's English Variation,False
donateIIo,M,68,81,King's Indian Defense: Normal Variation,True
Jürgen Gegenfurtner,M,78,-216,Queen's Gambit Accepted: Janowski-Larsen Variation,True
Jürgen Gegenfurtner,M,54,-229,Nimzo-Indian Defense #2,False
Jürgen Gegenfurtner,M,114,-241,Queen's Gambit Accepted: Janowski-Larsen Variation,True
Jürgen Gegenfurtner,M,96,-253,Queen's Gambit Accepted: Winawer Defense,True
Chamaeleon3,M,74,-184,Réti Opening,False
"Jere, Daniel",M,118,-145,English Opening: Anglo-Indian Defense,False
Гор Глиджян,M,24,37,"Four Knights Game: Italian Variation, Noa Gambit",True
Ömer Faruk Özer,M,30,-31,Philidor Defense: Nimzowitsch Variation,False
"Gomez, Carlos David",M,76,-93,"English Opening: Symmetrical Variation, Botvinnik System",False
"Piscopo, Pierluigi",M,54,-26,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation",True
Jürgen Gegenfurtner,M,106,-218,Queen's Gambit Declined,True
wanyaland,M,96,-93,"Old Indian Defense: Janowski Variation, Main Line",False
Кирилл Копёнкин,M,140,7,Scandinavian Defense: Classical Variation,False
IamNeneu,M,50,-317,Nimzo-Larsen Attack: Modern Variation #4,True
josiur,M,104,2,Sicilian Defense: Chekhover Variation,True
josiur,M,120,-26,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order Accepted",True
"Mammadova, Gulnar",M,66,-19,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation",True
Whynot72,M,16,-122,Indian Game,False
tactinhos2900,M,34,52,Benoni Defense: Classical Variation,False
Sergey_Kasparov,M,102,-66,"Ruy Lopez: Exchange Variation, Normal Variation",False
tactinhos2900,M,68,130,Slav Defense: Exchange Variation,False
Eddy Ravelo,M,90,106,"Ruy Lopez: Schliemann Defense, Exchange Variation",False
Eddy Ravelo,M,70,98,"Ruy Lopez: Schliemann Defense, Exchange Variation",False
TrappedPiece,M,63,234,"Alekhine Defense: Modern Variation, Alburt Variation",False
TrappedPiece,M,58,146,Russian Game: Nimzowitsch Attack,True
Николай Оглоблин,M,114,47,"Queen's Gambit Declined: Ragozin Defense, Vienna Variation",True
Strelok2222,M,54,-290,"Caro-Kann Defense: Classical Variation, Flohr Variation",False
"Mortazavi, Ali",M,32,-98,King's Indian Attack,True
leonteo,M,38,-85,Richter-Veresov Attack,True
"Galchenko, Matvey",M,72,-28,"English Opening: Symmetrical Variation, Two Knights Line",False
"Sokolov, Andrei",M,134,43,Indian Game: Spielmann-Indian,False
Mustafa Yelken,M,80,-70,Sicilian Defense,True
federerchi,M,62,-103,Pirc Defense #2,False
wanyaland,M,110,-14,"Queen's Indian Defense: Fianchetto Variation, Check Variation, Intermezzo Line",False
"Neugebauer, Martin",M,88,-276,"Sicilian Defense: Najdorf Variation, Adams Attack",True
wanyaland,M,30,-69,Modern Defense,False
wanyaland,M,36,-92,Zukertort Opening: Kingside Fianchetto,False
"Neugebauer, Martin",M,50,-267,"Sicilian Defense: Closed Variation, Traditional",True
"Neugebauer, Martin",M,44,-34,Robatsch (Modern) Defense,False
"Neugebauer, Martin",M,88,-46,Modern Defense: Standard Line,False
grandmastergauri,M,154,20,"English Opening: Agincourt Defense, Catalan Defense, Semi-Slav Defense",False
Robinson Pérez,M,60,-32,Queen's Gambit Declined: Cambridge Springs Defense: Rubinstein Variation,True
"Devaev, Alexander",M,54,-269,Semi-Slav Defense,False
Sergey_Kasparov,M,118,-92,"Ruy Lopez: Morphy Defense, Bayreuth Variation",False
"Ermolaev, Andrey",F,110,-46,"French Defense: Winawer Variation, Advance Variation #2",False
"Soysal, Serkan",M,54,20,"Englund Gambit Declined, Reversed Krebs",True
Meskenas,M,136,75,King's Indian Attack,True
AchrefLahbecha,M,84,-125,"Italian Game: Giuoco Pianissimo, Canal Variation",False
Кирилл Копёнкин,M,66,14,Sicilian Defense: Najdorf Variation,True
Reynold Fernández,M,118,99,"English Opening: Anglo-Indian Defense, King's Indian Formation",True
Zsolt Szilágyi,M,34,-44,Modern Defense: Beefeater Variation,False
svenos,M,52,5,"French Defense: Winawer Variation, Poisoned Pawn Variation",False
svenos,M,60,6,"French Defense: Winawer Variation, Poisoned Pawn Variation",False
Mikhalchenko Petr Alekseevich,M,76,-7,Benoni Defense: Benoni Gambit Accepted,True
Mikhalchenko Petr Alekseevich,M,64,-5,Réti Opening,False
"Vajic, Goran",M,124,-268,"French Defense: Winawer Variation, Bogoljubov Variation",False
A_Kukhmazov,M,68,7,Dutch Defense: Queen's Knight Variation,False
Kevel Oliva Castañeda,M,100,199,Benoni Defense: Fianchetto Variation,False
Kevel Oliva Castañeda,M,92,171,Trompowsky Attack,True
Jorge Luis Castañeda,M,190,25,Queen's Pawn Game: Mason Attack,True
"Bouvier, Bruno",M,54,-25,Blackmar-Diemer Gambit: Ziegler Defense,True
HooCee,M,64,128,Caro-Kann Defense: Accelerated Panov Attack #2,True
Paweł Teclaf,M,112,137,French Defense: King's Indian Attack,True
Marc Chevrin,M,66,-119,"French Defense: Winawer Variation, Petrosian Variation",False
Paweł Teclaf,M,74,118,French Defense: King's Indian Attack,True
wanyaland,M,38,-154,Mexican Defense,False
wanyaland,M,48,-55,Australian Defense,False
Jano Samuel Pacho,M,132,-228,Scandinavian Defense: Blackburne Gambit,True
"Wisniacki, Flavio",M,76,-59,King's Indian Attack: Symmetrical Defense,True
leonteo,M,82,-80,Old Benoni Defense,False
Гор Глиджян,M,86,-84,"Sicilian Defense: Alapin Variation, Smith-Morra Declined",True
"Klukin, Kirill",M,62,124,Zukertort Opening: Dutch Variation,False
"Dedebas, Emre Emin",M,20,-131,King's Indian Attack: Symmetrical Defense,True
josiur,M,78,-69,"French Defense: Winawer Variation, Alekhine-Maróczy Gambit",True
Гор Глиджян,M,156,-7,French Defense: Knight Variation,False
"Perera Alfonso, Rene Humberto",M,35,144,"Ruy Lopez: Schliemann Defense, Schoenemann Attack",True
Vitor Ferreira,M,110,8,"Ruy Lopez: Morphy Defense, Anderssen Variation",False
"Jovic, Stevan",M,82,-123,Benoni Defense: Benoni Gambit Accepted,True
TrappedPiece,M,52,-103,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation",True
Arturo Augusto Fernandez Hernandez,M,104,-32,Benoni Defense: King's Pawn Line,False
Elijah Logozar,M,128,-357,"Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense",False
Elijah Logozar,M,38,-266,Sicilian Defense: Loewenthal Variation,True
Elijah Logozar,M,49,-257,"Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense",False
Elijah Logozar,M,52,-269,"Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense",False
Mikhalchenko Petr Alekseevich,M,122,-20,Queen's Pawn Game: Mason Attack,True
"Devaev, Alexander",M,84,-347,Queen's Gambit Declined: Three Knights Variation,True
Jessel Mwadzura,M,92,58,"Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense",False
Jessel Mwadzura,M,98,64,"Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense",False
Jessel Mwadzura,M,168,90,Caro-Kann Defense: Exchange Variation,False
Jessel Mwadzura,M,80,92,"Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense",False
Jessel Mwadzura,M,126,94,"Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense",False
"Ermolaev, Andrey",M,110,2,Dutch Defense,False
"Perera Alfonso, Rene Humberto",M,60,-73,"Sicilian Defense: Kan Variation, Polugaevsky Variation",True
"Doric, Darko",M,56,-89,Pirc Defense #5,False
"Doric, Darko",M,94,-110,Trompowsky Attack,True
"Yeletsky, Ivan",M,84,120,Caro-Kann Defense: Breyer Variation,False
"Doric, Darko",M,60,-94,Trompowsky Attack: Classical Defense,True
"Yeletsky, Ivan",M,150,95,Caro-Kann Defense: Breyer Variation,False
"Doric, Darko",M,50,-78,Queen's Pawn,False
"Yeletsky, Ivan",M,74,81,Semi-Slav Defense: Accelerated Move Order,False
"Doric, Darko",M,48,-63,Trompowsky Attack,True
"Yeletsky, Ivan",M,156,50,"Caro-Kann Defense: Advance Variation, Short Variation",False
"Doric, Darko",M,94,-33,Trompowsky Attack: Classical Defense,True
"Khairat, Ahmed",M,68,-132,Sicilian Defense: Najdorf Variation,True
Daniel Martian,M,148,30,"French Defense: Tarrasch Variation, Morozevich Variation",False
"Velten, Paul",M,96,58,Torre Attack,True
"Ratkovic, Miloje",M,228,-6,Torre Attack #2,True
Герман Кочетков,M,69,-3,Bird Opening: Schlechter Gambit,True
"Jere, Daniel",M,62,-57,English Opening: Anglo-Indian Defense,False
"Velten, Paul",M,84,69,Torre Attack,True
RobertoJBMolina,M,90,-84,Yusupov-Rubinstein System,False
"Khairat, Ahmed",M,60,-216,"Sicilian Defense: Paulsen Variation, Bastrikov Variation",True
"Perez, Daniel",M,112,-49,"French Defense: Classical Variation, Alapin Variation",False
"Perera Alfonso, Rene Humberto",M,146,28,Modern Defense: Standard Defense,False
"Khairat, Ahmed",M,88,-54,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Chelyabinsk Variation",True
A_Kukhmazov,M,118,73,"King's Indian Defense: Fianchetto Variation, Immediate Fianchetto",True
Magners,M,82,77,Van Geet Opening: Napoleon Attack,True
Vitor Ferreira,M,86,-36,Ruy Lopez: Schliemann Defense,False
pneumatico94,M,54,-162,Scandinavian Defense: Modern Variation #2,False
Víctor Mago,M,84,33,Nimzo-Indian Defense: Classical Variation,False
twofoxniel,M,84,-178,"Caro-Kann Defense: Classical Variation, Main Line",False
Daniel Martian,M,70,33,Sicilian Defense: Alapin Variation,True
"Jarmula, Lukasz",M,54,-14,"Sicilian Defense: Canal Attack, Main Line",True
Someone African,M,38,48,Zukertort Opening: Grünfeld Reversed,False
Someone African,M,86,17,Réti Opening: Advance Variation,False
Mert Erdoğdu,M,92,-66,"English Opening: King's English Variation, Four Knights Variation, Fianchetto Line",False
Mert Erdoğdu,M,166,-43,English Opening: Mikenas-Carls Variation,False
Pliukha_Mikhail,M,144,14,French Defense: Chigorin Variation,False
Vitor Ferreira,M,50,-36,"French Defense: Winawer Variation, Advance Variation",False
HooCee,M,82,78,Bogo-Indian Defense: Wade-Smyslov Variation,False
Whynot72,M,76,-60,Zukertort Opening: Sicilian Invitation,True
WildTricks,M,56,60,"English Opening: Symmetrical Variation, Hedgehog Defense",False
WildTricks,M,60,56,King's Indian Attack: Symmetrical Defense,True
WildTricks,M,108,50,King's Indian Attack: Symmetrical Defense,True
Алексей Яровинский,M,70,-38,"Vienna Game: Vienna Gambit, Paulsen Attack",True
Yaser Quesada Perez,M,186,43,Caro-Kann Defense: Two Knights Attack,True
"Jere, Daniel",M,62,-72,"English Opening: Symmetrical Variation, Botvinnik System Reversed",False
Frode Urkedal,M,46,175,Englund Gambit Complex: Soller Gambit Deferred,True
jmf24,M,120,-115,"Sicilian Defense: Canal-Sokolsky Attack, Sokolsky Variation",True
"Lombaers, Peter",M,51,-144,Old Indian Defense,False
"Dedebas, Emre Emin",M,66,115,"King's Indian Defense: Normal Variation, Rare Defenses",True
"Dedebas, Emre Emin",M,54,58,Nimzo-Larsen Attack: Classical Variation,True
tsakos27,M,50,-90,"King's Indian Defense: Sämisch Variation, Closed Variation",True
James Jackson,M,128,43,"Caro-Kann Defense: Advance Variation, Tal Variation",False
Гор Глиджян,M,94,23,"Sicilian Defense: Smith-Morra Gambit Accepted, Classical Formation",True
"Jere, Daniel",M,92,-61,English Opening: Anglo-Indian Defense,False
"Plenca, Julijan",M,144,-51,Sicilian Defense: Accelerated Dragon,True
Papasimakopoulos Alexandros,M,100,-86,Modern Defense: Averbakh Variation,False
Papasimakopoulos Alexandros,M,94,-79,Modern Defense: Averbakh Variation,False
Daniel Rodriguez,F,106,131,Sicilian Defense: Old Sicilian,True
Daniel Martian,M,73,100,"Sicilian Defense: Alapin Variation, Barmen Defense",True
"Wisniacki, Flavio",M,70,-8,Zukertort Opening: Queenside Fianchetto Variation,False
Daniel Rodriguez,M,130,104,Modern Defense: Standard Line,False
"Vidonyak, Roman",M,72,-43,English Defense,False
"Osmak, Yuliia",M,126,59,Nimzo-Indian Defense: Kmoch Variation,False
"Saya, Ethan",F,142,-43,French Defense: King's Indian Attack,True
"Shevelev, Dmitri",M,50,44,Queen's Pawn Game: Symmetrical Variation,False
Odirovski,M,58,-36,Indian Game: Spielmann-Indian,False
Odirovski,M,96,-46,Indian Game: Spielmann-Indian,False
Odirovski,M,40,-42,London System,False
"Rodriguez Hernandez, Luis Daniel",M,70,-162,"Sicilian Defense: Accelerated Dragon, Modern Bc4 Variation",True
Banele Fortune Mhango,M,4,70,Slav Defense,False
yo lo,M,70,-43,"English Opening: King's English Variation, Reversed Closed Sicilian",True
KingRAZOR,M,74,-245,Sicilian Defense: Najdorf Variation,True
"Jere, Daniel",M,144,-101,English Opening: Caro-Kann Defensive System,False
"Shchukin, Dmitry",M,66,84,"Caro-Kann Defense: Accelerated Panov Attack, Modern Variation",True
"Shchukin, Dmitry",M,54,77,"Caro-Kann Defense: Accelerated Panov Attack, Modern Variation",True
"Bancod, Ronald",M,156,-187,"Sicilian Defense: Accelerated Dragon, Modern Bc4 Variation",True
"Jarmula, Lukasz",M,56,-144,Queen's Gambit Declined,True
"Jarmula, Lukasz",M,34,24,Semi-Benoni,False
Герман Кочетков,M,60,-38,Bird Opening,False
"Jarmula, Lukasz",M,30,-92,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation",True
Jürgen Gegenfurtner,M,82,53,"Tarrasch Defense: Classical Variation, Spassky Variation",False
Frode Urkedal,M,78,115,Tarrasch Defense: Two Knights Variation,False
James Jackson,M,80,-31,Sicilian Defense: Classical Variation,True
"Velten, Paul",M,124,32,Indian Game: Spielmann-Indian,False
"Jovic, Stevan",M,112,-126,King's Indian Defense: Orthodox Variation,True
Frode Urkedal,M,90,19,"Benko Gambit Accepted, Fully Accepted Variation",True
lEcillEjanE,M,66,-62,Indian Game: Polish Variation,False
"Ratkovic, Milovan",M,92,52,Nimzo-Indian Defense: Sämisch Variation,False
"Devaev, Alexander",M,40,-36,Queen's Gambit Accepted: Alekhine Defense,True
