username,id,title,name,country,bio,fide_rating,uscf_rating,ecf_rating,blitz_rating,blitz_prog,blitz_games,rapid_rating,rapid_prog,rapid_games,bullet_rating,classical_rating,url,verified
BucklingChess,bucklingchess,CM,,,,,,,2460,-18,4778,1457,0,4,2664,1667,,
admichael,admichael,FM,Adonay Delgadillo,BO,,,,,2391,-3,4398,1675,0,1,2529,1500,,
Akewjon,akewjon,IM,Saidakbar Saydaliev,UZ,,2473.0,,,2735,92,461,2380,93,18,2905,1500,,
DrowningPawn,drowningpawn,CM,JK,AT,Drowning,2183.0,,,2434,52,960,2352,0,2,2486,1500,,
smotherhubbard,smotherhubbard,FM,Andrew Hubbard,US,World Amateur Champion and 3-time Michigan State Champion,2140.0,2280.0,,2350,7,6087,2480,-24,261,2480,1500,,
A444cdef,a444cdef,IM,,,,,,,2460,65,4339,1500,0,0,2305,1500,,
Philosopherr,philosopherr,FM,,IR,,,,,2455,49,1301,1068,0,4,2516,1500,,
stevis5,stevis5,NM,Max Mottola,US,,2140.0,2230.0,,2425,-30,1267,1705,0,6,2599,1500,,
yobdc,yobdc,GM,,,,,,,2139,-1,777,2251,113,20,2751,1500,,
Moondust33,moondust33,IM,,US,,2512.0,,,2653,-8,1087,2525,0,11,2720,1500,,
incredible123,incredible123,CM,Atul Dahale,IN,"I am Atul Dahale, I am a Fide Candidate Master. Elo 2222, FIDE ID 5037794.
I am also a Certified chess coach with having ""FIDE Instructor"" title. 
For coaching contact me at: atuldahale64@gmail.com
I have my own YouTube Channel named ""Incredible Chess"".
Link: https://www.youtube.com/channel/UCT8U5YN_kvLI2TpJSsHPhvg",2222.0,,,2265,-31,1361,1929,0,9,2324,1500,,
totoarias,totoarias,CM,Toto Arias,AR,Circulo de Ajedrez de Ushuaia,,,,2033,-8,4867,2151,-226,427,1926,2034,,
PeredaM,peredam,CM,,,,,,,2000,13,515,1866,-58,114,2158,1500,,
spyker27,spyker27,FM,Rishpal singh,IN,"I'm FM & FT Rishpal Singh, i've 28 years of Chess playing and 18 years of coaching experience .helped many players right from beginner level to rated players especially between(1000-2300 range). For details visit my website www.deccanchess.com",2314.0,,,2273,95,530,1701,19,42,2339,1850,,
Creep30,creep30,GM,Hrant Melkumyan,AM,aka methodman30,2663.0,2734.0,,2650,-79,4377,1500,0,1,2942,1500,,
bro-2025,bro-2025,CM,Abdou Ahmed Alem,MR,,1950.0,,,2176,-16,759,1534,0,3,2336,1500,,
rapidoylancero,rapidoylancero,CM,,AR,,,,,2136,-4,551,1500,0,0,2051,1500,,
Ar4uha,ar4uha,FM,Arturs Bernotas,LV,,2366.0,,,2513,8,425,2545,0,6,2619,1500,,
Computercheat,computercheat,FM,,_earth,,1400.0,1460.0,,2587,0,12636,2603,8,84,2745,2424,,
rob188,rob188,IM,Robert Piliposyan,AM,https://lichess.org/fide/13309978/Piliposyan_Robert,2441.0,,,2725,-2,11596,2569,-63,182,3150,2028,,
Anwesh9792,anwesh9792,IM,Anwesh Upadhyaya,IN,"Doctor, IM :) ",2362.0,,,2434,-20,1601,2622,-46,131,2903,2160,,
SevanB,sevanb,IM,,,,,,,2502,12,14670,2475,53,143,2587,1500,,
Drthebigboss,drthebigboss,GM,José Gabriel Cardoso Cardoso,US,"Canal de twitch https://www.twitch.tv/thebigboss04c
https://kick.com/thebigboss04
20 años
GM   https://ratings.fide.com/profile/4430492
Liga del Valle del cauca
https://www.instagram.com/gabriel1004c/",2524.0,,,2541,-41,2282,2454,105,43,3015,1838,,
Ragehunter,ragehunter,FM,,,,,,,2754,18,6082,2729,-11,745,3018,2534,,
CashVampire,cashvampire,GM,Mikhail Panarin,RU,"Международный Гроссмейстер.Чемпион России по быстрым шахматам среди мужчин 2013г.
Тренер по шахматам.Основатель ШШ ""Гроссмейстер"".
      Канал YouTube: https://www.youtube.com/channel/UC-Q_z1Ns6JJ94XHPcJ8b8RA

Telegram: https://t.me/GrossChess

      Клуб подписчиков:  https://lichess.org/team/9mejo4ok",2562.0,,,2633,-26,1869,2228,89,16,2850,1565,,
AutHun,authun,IM,,,,,,,2420,3,4219,2547,50,65,2683,1500,,
Fins,fins,IM,John Bartholomew,US,"International Master, Entrepreneur, YouTuber, ex Chessable Co-Founder. Now building Chessiverse 🤖

Subscribe to the FREE Chess Mindset newsletter: https://johnbartholomewchess.com/the-chess-mindset-newsletter-im-john-bartholomew/",2446.0,2535.0,,2665,48,3456,2611,25,578,2681,2496,,
Biglindba,biglindba,IM,Balind Nadj Hedjesi,RS,"Born in 1985, peak ELO 2463.    Fide number ( ID ) : 934003
https://ratings.fide.com/profile/934003  
Check out my coaching page (https://lichess.org/coach/biglindba)
PROFFESIONAL CHESS COACH! Lectures 50 Euro /h! 
Training games 20 EURO/h!  Consultation for people who are searching for long term coach!
This is my website  (https://nhb-chess.com/)",,,,2484,-7,5451,2175,27,601,2820,1883,,
AndreyBelozerov,andreybelozerov,GM,Andrei Belozerov,RU,,,,,2653,3,7208,2622,4,383,2450,2347,,
KiKi2003,kiki2003,WFM,Kristýna Laurincová,CZ,"Hi everyone! 

My name is Kristýna Laurincová, I’m 22 years young and I’m multiple champion of the Czech Republic in various girls and junior categories. However, my greatest achievement would probably be the 10th place on EYCC 2019 in G16.

I’m currently studying Law at the Charles Uni in Prague. Although I am no longer actively playing, I would like to stay in touch with my beloved hobby.",2061.0,,,2202,9,1332,1733,0,9,2029,1500,,
Escudeyro,escudeyro,CM,,CL,,,,,2360,12,6584,2225,124,22,2614,1500,,
RobPeresian,robperesian,FM,Robinson Pérez,CL,,2240.0,,,2394,-2,17952,2371,-17,94,2349,1500,,
rhungaski,rhungaski,GM,Robert Hungaski,US,"Hello, my name is Robert Hungaski. I'm a Grand Master and professional chess player/coach. Originally from Stamford CT.

•	2012 Bachelor of Arts - University of Connecticut, Storrs, CT (USA). 
•	Fluent in English, Spanish and Portuguese.

Feel free to contact me via e-mail at: gmhungaski@gmail.com

https://gmhungaski.com/",2506.0,,,2476,-48,3898,2474,0,10,2542,1500,,
Arrayashike_23,arrayashike_23,NM,,,,,,,2037,-47,3857,2375,-37,177,2236,1954,,
Rain_Man,rain_man,GM,Samvel Ter-Sahakyan,AM,,2605.0,,,2772,24,1559,2369,96,39,2923,1998,,
Aries65,aries65,NM,Pablo Lopez O.,MX,"Senior NM retired since 2001.

I consider myself as a positional player. Not so good at middlegame tactics, not so bad at endings. I prefer classical or correspondence time controls because I'm not so fast to play. However, I enjoy playing Blitz.",2158.0,,,1991,-5,8741,2236,197,34,2024,2268,,
Hapaku24,hapaku24,CM,Charles Hapaku,ZM,"Zambian Candidate Master. 
Peak Fide rating 2242.
Inspired by capablanca,Lasker, Alekhine,kramnik, Kasparov. ",2190.0,,,2403,11,18828,2425,-15,96,2239,1895,,
GABUZYAN_CHESSMOOD,gabuzyan_chessmood,GM,Hovhannes Gabuzyan,AM,"Hello dear chess friends, I am GM Gabuzyan Hovhannes, a member of the ChessMood team.
On https://chessmood.com/ educational platform we offer you over 300 hundred  hour of step-by-step courses on openings, middlegames, endgames
Check out our full opening repertoire and all the courses here 
https://chessmood.com/courses
https://chessmood.com/become-a-pro",2580.0,2718.0,,2714,-16,2309,2389,163,73,3083,1871,,
Tacticotacotac,tacticotacotac,IM,Melkior Cotonnec,FR,"Maître International français depuis 2013. Je me consacre plus à l'enseignement des échecs ces dernières années, si vous cherchez un professeur.
Je m'adapte à tous les niveaux, à toutes les demandes particulières.",2315.0,,,2487,-1,3988,2589,8,341,2615,2129,,
chessmaster2006,chessmaster2006,GM,,,,,,,2888,45,2409,2635,51,98,3239,1500,,
filolog,filolog,IM,Pavel Shkapenko,RU,,2424.0,,,2737,-8,10033,2557,84,82,2777,1500,,
yamalchess,yamalchess,GM,Александр Потапов,RU,https://ratings.fide.com/profile/4115074,2424.0,,,2677,39,2767,2252,-23,186,2709,1549,,
DrCrashBandicoot,drcrashbandicoot,CM,,,,,,,2175,31,676,1985,0,5,2303,1500,,
chess_is_wonder,chess_is_wonder,WFM,Nasrin Babayeva,AZ,Hi! I'm Nasrin from Azerbaijan. I am 19 years old. I have more than 13 years of chess experience. I offer chess lessons. I love teaching because I can see improvement immediately. That's why you can trust me. I am enthusiastic about learning and teaching chess. I am here to help you become much better at chess. Please feel free to message me always.,2110.0,,,2146,22,881,2098,23,545,2312,2309,,
Davesondo,davesondo,CM,Gabriel Davidson,HT,,2073.0,,,2418,8,10951,2460,-49,3654,2368,2324,,
AdvantagePlayer,advantageplayer,GM,Dominik Horvath,AT,,2558.0,,,2374,-99,32,1500,0,0,2913,1500,,
mathapples,mathapples,FM,,,,,,,2393,-13,174,2245,69,18,1500,1500,,
kikoveiga,kikoveiga,IM,José Francisco Veiga,PT,,,,,2476,-19,958,2035,-8,13,2788,1500,,
KiKiKiRA,kikikira,IM,,_earth,,,,,2410,-21,2803,1926,0,8,2802,2066,,
NoRoadto2300,noroadto2300,CM,,,,,,,2306,69,1308,2401,63,240,2535,2122,,
mkoganov,mkoganov,NM,,,,,,,2211,43,14056,2102,-64,93,2335,2151,,
huig,huig,FM,,,,,,,2249,18,415,1500,0,0,2401,1500,,
MounikaAkshaya,mounikaakshaya,WIM,Mounika Akshaya Bommini,IN,"Hello everyone, I am WIM Bommini Mounika Akshaya, from Andhra Pradesh, India. Rating: 2135. I can speak English, Telugu fluently. I have been playing chess since 2008. I am available for giving training and playing practice games along with analysing it. I charge 25$ per hour.
Anyone who is interested can contact me through Email.Email: bomminimounika64@gmail.com",2176.0,2315.0,,2102,-114,587,2269,0,10,2209,1653,,
Odnoobraz,odnoobraz,IM,,RU,,2351.0,,,2558,-4,18745,2411,-18,620,2638,2134,,
nuagesgris,nuagesgris,FM,Tarik Selbes,TR,"Suffering from the chess fever since the age of 7 :) A chess coach and player but also a chess enthusiast. 

If you want coaching feel free to contact me via Lichess (https://lichess.org/coach/nuagesgris) 

Alekhine, Keres and Tal are my idols

Originally from Istanbul/Turkey, currently living in Poland",2287.0,,,2527,-4,5120,2616,33,252,2464,2115,,
Poet13,poet13,GM,Hagen Poetsch,DE,"I am a Grand Master from Hesse (Elo 2500) and the biggest fan of Giveaway Chess (Antichess).
I offer chess lessons. Feel free to contact me here or on gmhagenpoetsch@gmail.com",2525.0,,,2738,19,455,2219,68,14,2734,1780,,
jeigoth5,jeigoth5,CM,Jeigoth Pastor,US,"Twitch: https://www.twitch.tv/gothandcabchess
jeigothchess@gmail.com
+506 6316 4756
  🇭🇺 2024 Olympic Team
🏅 CR U16 Chess Champion
🏅 CR U17 Chess Champion
🏅 CR U18 Chess Champion
🏅 CR U20 Chess Champion
I also give chess lessons and training games",2125.0,,,2303,-42,3462,2430,-61,75,2534,1805,,
questingbeast,questingbeast,FM,,AT,,,,,2403,-12,998,2369,68,24,2562,1500,,
sulaimanashrafi,sulaimanashrafi,CM,,,,,,,2060,1,19756,1862,78,12,2292,1500,,
Sona_999,sona_999,WIM,Sona Asatryan,AM,Chess player.,2070.0,,,2281,11,217,1500,0,0,2370,1500,,
PlayForWinAlways,playforwinalways,CM,,,,,,,2416,-28,817,2176,0,11,2720,1500,,
kingrunner32,kingrunner32,IM,,,,,,,2781,-2,690,2722,142,63,2830,2346,,
algatar2020,algatar2020,CM,Khalid El Amin 12200174,SD,,2008.0,,,1984,-24,335,2011,0,6,1945,1500,,
msjust,msjust,FM,Juliana Terao,BR,,,,,2539,33,154,1500,0,0,2210,1500,,
Link-Click,link-click,FM,,,,,,,2617,8,321,1500,0,0,2792,1500,,
LosXodos,losxodos,IM,Roman Vidonyak,,FIDE Senior Trainer,2440.0,,,2600,16,3789,2782,79,89,2590,1500,,
Bardyk01,bardyk01,FM,Artem Bardyk,,,2370.0,,,2696,-7,11047,2355,-101,25,3147,1344,,
EOS37,eos37,WGM,Mitra Hejazipour,IR,"It has been 2 years since I have moved to France, I am a student of Computer Sciences.
I love learning new languages, reading books, and playing chess online...",2319.0,,,2417,0,266,1500,0,0,2070,1500,,
kiana_arab,kiana_arab,WCM,Kiana Arab,US,,,2087.0,,2284,97,1740,2229,33,80,2274,1500,,
GrigoriiTer-Saakian,grigoriiter-saakian,FM,Grigorii Ter-Saakian,AM,"Chess coach, work with players of any level :)",2338.0,,,2447,-45,2174,2241,69,75,2762,1995,,
petrik06,petrik06,FM,Petros Trimitzios,GR,http://ratings.fide.com/card.phtml?event=25808796,2365.0,,,2827,15,461,1670,0,1,2973,1683,,
Marohzevich,marohzevich,NM,Leon Marohom,PH,,2249.0,,,2516,-3,6456,2169,-28,20,2565,1500,,
sabke,sabke,FM,Goran Vajic,BA,"Want a free chess class? For more info, visit https://goranvajic.com/free-class/ or shoot me a message here on Lichess. (Spots are limited.)

https://imgur.com/ajCaWlu",2302.0,,,2432,5,6947,2499,-9,236,2666,2431,,
Dragonprem,dragonprem,FM,Premnath Ramanathan,US,,2263.0,2304.0,,2418,15,434,1500,0,0,2391,1500,,
Fengwi,fengwi,NM,,CA,,2200.0,,,2572,-20,1196,2644,106,72,2777,1500,,
Moon_Light19,moon_light19,WCM,,,,,,,2127,17,580,2295,70,169,2222,2260,,
Cyb3rFight3r,cyb3rfight3r,CM,,,,,,,1834,0,3,1500,0,0,2188,1500,,
TacticalMaster,tacticalmaster,IM,,IT,,2416.0,,,2472,-78,10243,1723,0,3,2709,1500,,
Domingos_Junior,domingos_junior,FM,Domingos Júnior,AO,,,,,2528,-16,3062,2144,0,8,2802,1904,,
Koenigsindisch,koenigsindisch,IM,,FR,,,,,2597,19,9182,2526,-31,58,2631,1541,,
CoachRoelAbelgas,coachroelabelgas,FM,Roel Abelgas,PH,Nothing happens easy and at once. Those who fight every day eventually succeed,,,,2411,-20,4527,2240,121,20,2753,1500,,
VocaturoDaniele,vocaturodaniele,GM,Daniele Vocaturo,IT,I’m GM Daniele Vocaturo. I love helping players improve - you can find more about my lessons on my coach profile.,2610.0,,,2601,6,82,1500,0,0,1500,1500,,
GUNNE_USER,gunne_user,FM,,PL,,2413.0,,,2641,-18,6293,2505,-15,297,2900,2172,,
WitteVanHaemstede,wittevanhaemstede,FM,Witte van Haemstede,NL,"https://en.wikipedia.org/wiki/Witte_van_Haemstede 

Bart Karstens (Friesen Lichtenberg)",2271.0,,,2425,-15,11734,2557,-51,273,2319,2494,,
Your-Coach,your-coach,CM,Ilya Gruzman,IL,"For chess classes:
https://lichess.org/coach/Your-Coach",2200.0,,,2272,-22,1939,1308,234,17,2535,2014,,
GaboSalazar,gabosalazar,FM,Gabriel Antonio Salazar Olchowski,VE,"“El ajedrez es un juego por su forma, un arte por su contenido y una ciencia por su dificultad. Pero si usted aprende a jugar bien, sentirá entonces una gran alegría”. T. Petrosian 

https://ratings.fide.com/profile/3920747",2159.0,,,2334,-58,2244,2087,167,34,2404,2003,,
Mr_Penings,mr_penings,NM,Daniel He,US,"Bullet specialist. Play style: Aggressive. Attacking skill: 10/10, Positional skill: 0/10

1st place 2025 WA Class Bullet Champs
2nd place 2025 WA Open Bullet Champs

I don't play much online chess besides casual games with friends with 1 exception: Summer 1+0 Marathon

Next event: 2026 Summer 1+0 Marathon (Date TBD)",,,,2654,63,523,2494,32,69,2907,2393,,
WhiteNightSky,whitenightsky,IM,,,,,,,2438,2,351,1500,0,0,2868,1500,,
PetrNeuman,petrneuman,GM,Petr Neuman,CZ,,,,,2547,0,1803,2270,0,11,2474,1500,,
suraji,suraji,NM,,ID,INUNG GENDUT,,,,2107,-109,1464,2212,133,32,2106,1500,,
Blackoperator,blackoperator,NM,,,,,,,2574,-19,8950,2691,223,42,2570,2073,,
BrigaDeRua,brigaderua,FM,Armen Proudian,BR,,2423.0,,,2238,-160,1136,1500,0,0,2643,1500,,
Shanem123,shanem123,CM,Shane Melaugh,IE,"Shane Melaugh Chess Coach/Candidate Master. 

I have played chess from the age of 3 and have consumed a wealth of experience and knowledge from playing across the world.",2223.0,,,2437,15,6846,2205,-113,313,2541,1908,,
Gmantrax,gmantrax,FM,Ivan Soriano,PE,,2283.0,,,2581,-1,3816,2311,92,45,2700,1899,,
Schachtrainer-Schuh,schachtrainer-schuh,IM,Dirk Schuh,DE,"Ich bin Schachspieler, Schachtrainer und Schachbelgier!",2363.0,,,2588,28,7104,2755,-11,334,2604,2417,,
Kamillo,kamillo,NM,Jose Genisson Camilo dos Santos,BR,,1971.0,,,2108,30,707,2097,168,83,2069,2101,,
I_aM_Javiiiiii,i_am_javiiiiii,IM,Ernesto Javier Fernandez Guillen,ES,"Hola soy Maestro Internacional de Cuba desde el año 2017,tengo 30 años .Para mas detalle puede contactarme a cualquiera de mis redes sociales .Resultados Notables:
• 5 Normas de Gm (Capablanca 2016,Open Sants 2022,La Nucia 2022),3rd Benasque Open 2024,5th Open Sitges 2023,5th Open Sants 2022
•  Campeon de la 51 Edicion Open Capablanca in Memorian 2016",2488.0,2501.0,2514.0,2709,-77,321,1500,0,0,2795,1500,,
Floman,floman,CM,Muhittin Büker,TR,"(1985 - Ankara Birinciliği 3ncüsü)
(2005 – İstanbul, TSF Şile Fed. Kupası 3ncüsü)
(2007 - Kırıkkale, Hasandede Bld Ulusarasi Satranç T. 1ncisi)
(2008 - Ankara, Türkiye Şamp. Finalisti)
(2011 -  Datça, TSF  Rapid Tr Şampiyonu)
(2011 - Ankara Samp 3ncüsü)
(2012 - Ankara Samp 2ncisi)
(2016 - İstanbul, Şişli Bld 3ncüsü)
(2017 - Antalya, TSF Emektarlar Samp. 4ncüsü)",1898.0,,,2186,5,26034,2099,-48,2422,2002,2072,,
Iran_Chess_Trainer,iran_chess_trainer,FM,Mehdi MahdaviRad,IR,"آموزش شطرنج حرفه ای توسط استاد فدراسیون جهانی، قهرمان جشنواره کشور و بازیکن سابق تیم ملی: مهندس مهدی مهدوی راد ***
* کلاسهای خصوصی آنلاین جلسه ای 10 تا 20 دلار برگزار میشود *",2212.0,,,2510,22,4455,1500,0,0,2658,2210,,
MithrasMonkey,mithrasmonkey,FM,,,,,,,2382,23,6193,1500,0,0,2331,1500,,
quelqn,quelqn,CM,,SE,,,,,2162,17,1912,2185,55,275,2025,1500,,
RobertoJBMolina,robertojbmolina,IM,,BR,,2400.0,,,2753,35,782,2426,28,21,2912,1500,,
odishka,odishka,WCM,Odishka,UZ,09.01.2009,1867.0,,,2045,-81,34,2078,0,5,2123,1500,,
snow_fairy14,snow_fairy14,NM,,,,,,,2454,70,94,1500,0,0,2480,1500,,
Zhalmakhanov_R,zhalmakhanov_r,IM,Ramazan Zhalmakhanov,KZ,,,,,2666,-114,3426,2562,-25,162,3108,2270,,
Jamorris94,jamorris94,IM,James Morris,AU,,2478.0,,,2731,22,4161,1500,0,0,2938,1500,,
Mokaz,mokaz,WGM,Mónica Calzetta Ruiz,ES,http://www.mallorcaisolani.com/MCalzetta.htm,,,,1987,-61,155,1664,0,5,1505,1500,,
monpri,monpri,WFM,Parimah jalali,,,,,,2278,-28,278,2044,0,4,2707,1500,,
Jup78,jup78,FM,,ES,,,,,2386,13,3441,1607,0,2,2392,1500,,
antonio96,antonio96,NM,,,,2253.0,,,2296,-11,10644,2304,-86,55,2314,1500,,
Fredericia,fredericia,WIM,Ellen Nilssen,DK,,2100.0,,,2273,-35,3204,2244,164,74,2520,1500,,
Mennyhagen,mennyhagen,CM,Anders Gjerdrum Hagen,NO,,,,,2354,6,2586,2374,6,384,2535,2115,,
king_of_australia,king_of_australia,CM,Tarush Jindal,AU,"https://media.giphy.com/media/HtSQolstQrGDqaCyIW/giphy.gif
Hi",1962.0,,,2173,-5,2135,2055,77,177,2197,2012,,
Iskusnyh_SV,iskusnyh_sv,GM,Сергей Искусных,RU,,2473.0,,,2486,-11,2649,1907,-168,25,2221,1500,,
timetofight33,timetofight33,CM,Utku Cengiz Acar,TR,,2056.0,,,2490,-54,393,1966,0,7,2532,1500,,
MilovanR,milovanr,IM,Milovan Ratkovic,RS,"Hello, my name is Milovan Ratkovic.
International Master from Serbia
Are you interested in sharp openings and interesting novelties? You want to learn basic endgames and how to improve your middlegame technique? Feel free to contact me. My email address is ratkovicmilovan@gmail.com",2440.0,,,2611,-18,8547,2665,123,70,2883,1500,,
bitter-cikolata,bitter-cikolata,WCM,,,,,,,2204,-62,26,1500,0,0,2554,1500,,
Positional-Squeezer,positional-squeezer,FM,,,,,,,2617,-39,293,1505,44,14,3025,1312,,
Blend99,blend99,IM,Jadranko Plenca,HR,"International Master (IM), FIDE Instructor, and economics student passionate about chess and teaching. I enjoy helping players of all levels improve their skills through patient and structured coaching. ♟ Feel free to contact me at jadrogm@gmail.com",2427.0,,,2552,20,4865,2257,222,18,2465,1500,,
Arash-Tahbaz,arash-tahbaz,IM,Tahbaz Arash,,"I am International Master Arash Tahbaz Elo(2462) From Iran
If you are interested in coaching, you can send me a message, here on Lichess",2462.0,,,2753,-7,479,1913,0,6,3066,1500,,
Mginsburg,mginsburg,IM,Mark Ginsburg,US,"International Master (1982).  Have battled all the greats (Spassky, Dzindzihashvili, J Polgar, Hammer, Dlugy, Benjamin, Christiansen, Rohde, etc.) for decades.   My favorite players are the clever Ljubomir Ljubojevic and his eccentric compatriot, Albin Planinc and these days Danill Dubov seems to have taken up the Ljubojevic creativity mantle.",2326.0,2373.0,,2563,-14,11740,2278,120,43,1500,2433,,
Dragon_Sword,dragon_sword,NM,Manuel Asis Campos Rosas,MX,,2155.0,,,2359,14,10175,2475,33,161,2631,2060,,
RaceKing_2022,raceking_2022,FM,,,,,,,2547,-45,1270,2537,58,73,2557,1500,,
cjota95,cjota95,GM,Jorge Moises Cori Tello,PE,"¿Quieres elevar tú nivel de ajedrez?... Mi escuela de ajedrez online cuenta con sesión de evaluación, clases semanales online, planes de entrenamiento, torneos quincenales, simultáneas quincenales, video-clases de todos los niveles, y mucho más. Para más información visitar https://ajedrezconjorgecori.com/",2652.0,,,2806,-10,1435,2778,-7,195,3095,2579,,
